name,slug,type,description,address,city,state,county,zip_code,phone,email,website,age_range_min,age_range_max,age_min_months,age_max_months,capacity,license_number,is_verified_by_gov,source,ages_served_raw,lat,lng
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE CHILDREN'S AID SOCIETY,the-children-s-aid-society-new-york-6926,school,,465 WEST 167 STREET,New York,NY,Manhattan,10032,+12127408655,,www.childrensaidsociety.org,2,5,24.0,60,55,6926,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SOCAPA School of Creative and Performing Arts,socapa-school-of-creative-and-performing-arts-new-york-5451,camp,,440 LAFAYETTE STREET,New York,NY,Manhattan,10003,+18007182787,,socapa.org,6,16,72.0,192,0,105451,True,NYC_DOHMH,6 YEARS - 16 YEARS,,
"THE S. A. M. ADVISORY COUNCIL, INC.",the-s-a-m-advisory-council-inc-new-york-8379,school,,1274 SECOND AVENUE,New York,NY,Manhattan,10065,+12122496391,,www.sephardicacademy.org,2,5,24.0,60,78,8379,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ASPHALT GREEN BATTERY PARK CITY SUMMER DAY CAMP,asphalt-green-battery-park-city-summer-day-camp-new-york-2866,camp,,212 North End Avenue,New York,NY,Manhattan,10282,+12122987900,,www.asphaltgreen.org,0,16,,192,100,42866,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
ELEMENTS NURSERY,elements-nursery-new-york-1420,school,,99 SUFFOLK STREET,New York,NY,Manhattan,10002,+12129824444,,www.elementspreschool.com,2,5,24.0,60,40,91420,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RELLA'S SPIELHAUS,rella-s-spielhaus-new-york-5127,daycare,,"50 West 97 Street, Suite 1D",New York,NY,Manhattan,10025,+16468376777,,RELLASSPIELHAUS.COM,0,2,,24,20,105127,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
CHINATOWN YMCA BEACON SATELLITE @ TWO BRIDGES,chinatown-ymca-beacon-satellite-two-bridges-new-york-4478,camp,,286 SOUTH STREET,New York,NY,Manhattan,10002,+12123859352,,,6,16,72.0,192,36,34478,True,NYC_DOHMH,6 YEARS - 16 YEARS,,
"IMAGINE EARLY LEARNING CENTER, LLC",imagine-early-learning-center-llc-new-york-7054,daycare,,60-62 EAST 97TH STREET,New York,NY,Manhattan,10029,+12124102077,,www.imagineelc.com,0,2,,24,25,7054,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-4710,school,,207-211 Thompson  Street,New York,NY,Manhattan,10012,+12122019212,,,2,5,24.0,60,55,104710,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHINESE AMERICAN PLANNING COUNCIL. INC.,chinese-american-planning-council-inc-new-york-6521,school,,115 CHRYSTIE STREET,New York,NY,Manhattan,10002,+12122192286,,www.cpc-nyc.org,2,5,24.0,60,79,6521,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,young-men-s-christian-association-of-greater-new-york-new-york-5562,school,,232-26 EAST 47 STREET,New York,NY,Manhattan,10017,+12129122517,,,2,5,24.0,60,15,5562,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,the-montessori-family-school-of-manhattan-new-york-5645,school,,308 WEST 46 STREET,New York,NY,Manhattan,10036,+12126885950,,,2,5,24.0,60,28,5645,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BELLEVUE DAY CARE CENTER, INC.",bellevue-day-care-center-inc-new-york-7556,school,,462 FIRST AVENUE,New York,NY,Manhattan,10016,+12126792393,,www.bellevue-educare.org,2,5,24.0,60,21,7556,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GODDARD RIVERSIDE COMMUNITY CENTER,goddard-riverside-community-center-new-york-2061,school,,114 WEST 91 STREET,New York,NY,Manhattan,10024,+12128736865,,www.goddard.org,2,5,24.0,60,93,2061,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE CITY AND COUNTRY SCHOOL, INC.",the-city-and-country-school-inc-new-york-7002,school,,165 WEST 12 STREET,New York,NY,Manhattan,10011,+12122427802,,www.cityandcountry.org,2,5,24.0,60,45,7002,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"KINDERCARE EDUCATION AT WORK, LLC.",kindercare-education-at-work-llc-new-york-1920,school,,90 PARK AVENUE,New York,NY,Manhattan,10016,+12126611021,,www.kindercare.com,2,5,24.0,60,33,11920,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE FAMILY ANNEX INC.,the-family-annex-inc-new-york-4765,daycare,,560 WEST 113 STREET,New York,NY,Manhattan,10025,+12127493271,,www.familyannex.org,0,2,,24,11,4765,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"INTERNATIONAL PRESCHOOLS, INC.",international-preschools-inc-new-york-1678,school,,345 EAST 86TH STREET,New York,NY,Manhattan,10028,+12123718604,,www.ipsnyc.org,2,5,24.0,60,98,51678,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Eisman Day Nursery,eisman-day-nursery-new-york-7907,school,,1794 FIRST AVENUE,New York,NY,Manhattan,10128,+12128769200,,www.scanny.org,2,5,24.0,60,60,7907,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC,urban-concepts-of-ny-round-the-clock-nursery-inc-new-york-3298,daycare,,300 WEST 145TH STREET,New York,NY,Manhattan,10039,+12128622273,,roundtheclocknursery.org,0,2,,24,16,63298,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.",cathedral-parkway-towers-preschool-inc-new-york-4675,school,,125 WEST 109 STREET,New York,NY,Manhattan,10025,+12127490291,,www.cathedralparkwaytowerspreschool.org,2,5,24.0,60,45,4675,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK.,young-men-s-christian-association-of-greater-new-york-new-york-5608,school,,224 EAST 47 STREET,New York,NY,Manhattan,10017,+12129122500,,,2,5,24.0,60,29,5608,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENANIM  MANHATTAN, INC.",renanim-manhattan-inc-new-york-6482,school,,336 EAST 61 STREET,New York,NY,Manhattan,10065,+12127502266,,www.RenanimManhattanPreschool.com,2,5,24.0,60,38,6482,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENANIM  MANHATTAN, INC.",renanim-manhattan-inc-new-york-6482,school,,336 EAST 61 STREET,New York,NY,Manhattan,10065,+12127502266,,www.RenanimManhattanPreschool.com,2,5,24.0,60,38,6482,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PRESCHOOL OF THE ARTS,preschool-of-the-arts-new-york-5551,daycare,,121 WEST   19 STREET,New York,NY,Manhattan,10011,+12122299075,,,0,2,,24,10,105551,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
PRESCHOOL OF THE ARTS,preschool-of-the-arts-new-york-5551,daycare,,121 WEST   19 STREET,New York,NY,Manhattan,10011,+12122299075,,,0,2,,24,10,105551,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE FAMILY SCHOOL PRESCHOOL,the-family-school-preschool-new-york-4282,school,,323 EAST 47TH STREET,New York,NY,Manhattan,10017,+12126885950,,,2,5,24.0,60,59,DC14282,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,harlem-village-academy-east-charter-school-new-york-0140,school,,2351 1 AVENUE,New York,NY,Manhattan,10035,+16468129600,,,3,5,36.0,60,0,DC40140,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
LA MATERNELLE LLC,la-maternelle-llc-new-york-5238,daycare,,80 Riverside  Boulevard,New York,NY,Manhattan,10069,+12129571234,,www.lamaternellenyc.com,0,2,,24,35,105238,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
CHELSEA PIERS L.P.,chelsea-piers-l-p-new-york-7552,daycare,,111A 11TH AVENUE,New York,NY,Manhattan,10011,+12123366500,,www.chelseapiers.com,0,2,,24,17,7552,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE GODDARD SCHOOL,the-goddard-school-new-york-4592,daycare,,666 West End Avenue,New York,NY,Manhattan,10025,+12125954900,,WWW.GODDARDSCHOOL.COM,0,2,,24,72,104592,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BRIGHT MINDS CENTER,bright-minds-center-new-york-5416,school,,341 WEST   50 STREET,New York,NY,Manhattan,10019,+12123796640,,,2,5,24.0,60,92,105416,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE BRICK PRESBYTERIAN CHURCH IN THE CITY OF NEW YORK,the-brick-presbyterian-church-in-the-city-of-new-york-new-york-411,school,,62 EAST 92 STREET,New York,NY,Manhattan,10128,+12122895683,,www.brickchurchschool.org,2,5,24.0,60,161,411,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE YMCA OF GREATER NEW YORK,the-ymca-of-greater-new-york-new-york-5438,school,,5 WEST 63 STREET,New York,NY,Manhattan,10023,+12129122650,,www.ymcanyc.org/westside,2,5,24.0,60,129,5438,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MANHATTAN SCHOOLHOUSE LLC,manhattan-schoolhouse-llc-new-york-5316,school,,507 West 28 Street,New York,NY,Manhattan,10001,+16467899902,,,2,5,24.0,60,35,105316,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE HOUSE OF LITTLE PEOPLE, INC.",the-house-of-little-people-inc-new-york-4368,school,,122 EAST 91 STREET,New York,NY,Manhattan,10128,+12123692740,,www.thehouseoflittlepeople.com,2,5,24.0,60,20,4368,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,society-of-third-street-music-school-settlement-new-york-5050,school,,235 EAST 11 STREET,New York,NY,Manhattan,10003,+12127773240,,www.thirdstreetmusicschool.org,2,5,24.0,60,67,5050,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,society-of-third-street-music-school-settlement-new-york-5050,school,,235 EAST 11 STREET,New York,NY,Manhattan,10003,+12127773240,,www.thirdstreetmusicschool.org,2,5,24.0,60,67,5050,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS,bright-horizons-children-s-centers-new-york-4818,daycare,,100 WEST 89TH STREET,New York,NY,Manhattan,10024,+16469300380,,WWW.BRIGHTHORIZONS.COM/WEST89T,0,2,,24,27,74818,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
MSH 1456 LLC,msh-1456-llc-new-york-4310,daycare,,1456 FIRST AVENUE,New York,NY,Manhattan,10021,+12128793495,,www.manhattanschoolhouse.com,0,2,,24,33,104310,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
MORNINGSIDE MONTESSORI SCHOOL,morningside-montessori-school-new-york-7509,school,,251 WEST 100 STREET,New York,NY,Manhattan,10025,+12123161555,,www.morningsidemontessori.org,2,5,24.0,60,59,7509,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"GREEN IVY BATTERY PARK, LLC",green-ivy-battery-park-llc-new-york-6257,school,,21 SOUTH END AVENUE,New York,NY,Manhattan,10280,+12122352320,,www.batteryparkmontessori.com,2,5,24.0,60,60,56257,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSKCC CHILDREN'S CENTER,mskcc-children-s-center-new-york-7636,daycare,,475 MAIN STREET,New York,NY,Manhattan,10044,+12122240129,,www.brighthorizons.com,0,2,,24,18,7636,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"HOPSCOTCH MONTESSORI, INC.",hopscotch-montessori-inc-new-york-3607,school,,435 EAST 79TH STREET,New York,NY,Manhattan,10075,+12127741907,,www.hopscotchmontessori.com,2,5,24.0,60,52,103607,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"OPEN DOOR ASSOCIATES, INC.",open-door-associates-inc-new-york-1383,school,,820 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+12127495572,,,2,5,24.0,60,85,1383,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
YESHIVATH RABBI SAMSON RAPHAEL HIRSCH,yeshivath-rabbi-samson-raphael-hirsch-new-york-2633,school,,85-93 BENNETT AVENUE,New York,NY,Manhattan,10033,+12125686200,,,3,5,36.0,60,0,DC32633,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"VICTORIA CHILDREN'S GROUP, INC.",victoria-children-s-group-inc-new-york-8378,school,,230 GRAND STREET,New York,NY,Manhattan,10013,+12126259228,,www.victoriachildrensgroup.com,2,5,24.0,60,54,8378,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"KINDERCARE EDUCATION AT WORK, LLC.",kindercare-education-at-work-llc-new-york-1920,school,,90 PARK AVENUE,New York,NY,Manhattan,10016,+12126611021,,www.kindercare.com,2,5,24.0,60,33,11920,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE ( SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4694,school,,2 SOUTH END AVENUE,New York,NY,Manhattan,10280,+12127861688,,www.metrokidscradle.com,2,5,24.0,60,47,104694,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ICAMP,icamp-new-york-5654,camp,,1 WEST   88 STREET,New York,NY,Manhattan,10024,+16319034105,,,0,16,,192,0,105654,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-5788,daycare,,775 COLUMBUS AVE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,0,2,,24,18,105788,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4898,school,,30 WEST 68 STREET,New York,NY,Manhattan,10023,+12128774050,,www.ecc.swfs.org,2,5,24.0,60,78,4898,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS  LLC,bright-horizons-children-s-centers-llc-new-york-7978,school,,20 PINE STREET,New York,NY,Manhattan,10005,+12125091580,,www.brighthorizons.com,2,5,24.0,60,91,7978,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT 96TH ST.,bright-horizons-at-96th-st-new-york-4251,daycare,,103 West 96 Street,New York,NY,Manhattan,10025,+12122574749,,www.brighthorizons.com,0,2,,24,36,104251,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"VIVVI 1, LLC",vivvi-1-llc-new-york-4927,school,,75 Varick  Street,New York,NY,Manhattan,10013,+12125197660,,www.vivvi.co,2,5,24.0,60,46,104927,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FANTASTIC GYMNASTICS CAMP 92Y,fantastic-gymnastics-camp-92y-new-york-4343,camp,,1395 LEXINGTON AVENUE,New York,NY,Manhattan,10128,+12124155717,,www.92ny.org/fantastic,0,16,,192,100,34343,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"ROOSEVELT ISLAND DAY NURSERY, INC.",roosevelt-island-day-nursery-inc-new-york-5597,school,,4 RIVER ROAD,New York,NY,Manhattan,10044,+12125930750,,www.ridn.org,2,5,24.0,60,80,5597,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-8797,school,,410 WEST 40TH STREET,New York,NY,Manhattan,10018,+16464385531,,www.hudsonguild.org,2,5,24.0,60,62,38797,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,the-young-men-s-and-young-women-s-hebrew-association-new-york-1940,school,,1395 LEXINGTON AVENUE,New York,NY,Manhattan,10128,+12124155532,,www.92NY.ORG,2,5,24.0,60,171,1940,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,the-young-men-s-and-young-women-s-hebrew-association-new-york-1940,school,,1395 LEXINGTON AVENUE,New York,NY,Manhattan,10128,+12124155532,,www.92NY.ORG,2,5,24.0,60,171,1940,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,the-young-men-s-and-young-women-s-hebrew-association-new-york-1940,school,,1395 LEXINGTON AVENUE,New York,NY,Manhattan,10128,+12124155532,,www.92NY.ORG,2,5,24.0,60,171,1940,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WILLIAM WOODWARD JR. NURSERY SCHOOL,the-william-woodward-jr-nursery-school-new-york-3957,school,,435 EAST 70TH STREET,New York,NY,Manhattan,10021,+12127446611,,www.williamwoodwardns.org,2,5,24.0,60,45,53957,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WILLIAM WOODWARD JR. NURSERY SCHOOL,the-william-woodward-jr-nursery-school-new-york-3957,school,,435 EAST 70TH STREET,New York,NY,Manhattan,10021,+12127446611,,www.williamwoodwardns.org,2,5,24.0,60,45,53957,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE JEWISH COMMUNITY PROJECT OF LOWER MANHATTAN,the-jewish-community-project-of-lower-manhattan-new-york-3000,school,,146 DUANE STREET,New York,NY,Manhattan,10013,+12123343522,,www.jcpdowntown.org,2,5,24.0,60,123,103000,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-4727,school,,775 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,2,5,24.0,60,135,104727,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE DOWNING STREET PLAYGROUP, INC.",the-downing-street-playgroup-inc-new-york-6705,school,,32 CARMINE STREET,New York,NY,Manhattan,10014,+12129242557,,downingstreetplaygroup.org,2,5,24.0,60,15,6705,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"OPEN DOOR ASSOCIATES, INC.",open-door-associates-inc-new-york-1383,school,,820 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+12127495572,,,2,5,24.0,60,85,1383,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RIVER PARK NURSERY SCHOOL,river-park-nursery-school-new-york-5634,school,,711 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12126631205,,www.riverparknurseryschool.com,2,5,24.0,60,28,5634,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MARYMOUNT SCHOOL OF NEW YORK,marymount-school-of-new-york-new-york-1412,school,,1026 5 AVENUE,New York,NY,Manhattan,10028,+12127444486,,,3,5,36.0,60,0,DC1412,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"PRINCE HALL SERVICE FUND, INC.",prince-hall-service-fund-inc-new-york-1938,school,,159-30 HARLEM RIVER DRIVE,New York,NY,Manhattan,10039,+12122811444,,,2,5,24.0,60,30,1938,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT EAST 46TH STREET,bright-horizons-at-east-46th-street-new-york-4607,school,,127 East 46th Street,New York,NY,Manhattan,10017,+16463489011,,WWW.BRIGHTHORIZONS.COM,2,5,24.0,60,59,104607,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"GRAND ST. SETTLEMENT, INC.",grand-st-settlement-inc-new-york-7418,school,,60 ESSEX STREET,New York,NY,Manhattan,10002,+12126776990,,www.grandsettlement.org.,2,5,24.0,60,57,27418,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Morningside PlayCare, Inc",morningside-playcare-inc-new-york-5639,school,,667 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+19175875628,,,2,5,24.0,60,30,105639,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Morningside PlayCare, Inc",morningside-playcare-inc-new-york-5639,school,,667 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+19175875628,,,2,5,24.0,60,30,105639,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Morningside PlayCare, Inc",morningside-playcare-inc-new-york-5639,school,,667 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+19175875628,,,2,5,24.0,60,30,105639,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Morningside PlayCare, Inc",morningside-playcare-inc-new-york-5639,school,,667 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+19175875628,,,2,5,24.0,60,30,105639,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PERRY KIDS INC.,perry-kids-inc-new-york-3361,school,,55 BETHUNE STREET,New York,NY,Manhattan,10014,+12122551685,,,2,5,24.0,60,29,73361,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BLESSED SACRAMENT SCHOOL,blessed-sacrament-school-new-york-9552,school,,147 WEST 70TH STREET,New York,NY,Manhattan,10023,+12127247561,,www.archny.org/education,3,5,36.0,60,0,DC19552,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"IMAGINE EARLY LEARNING CENTER, LLC",imagine-early-learning-center-llc-new-york-7087,school,,60-62 EAST 97 STREET,New York,NY,Manhattan,10029,+12124102077,,imagineelc.com,2,5,24.0,60,56,7087,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ALL SOULS SCHOOL,all-souls-school-new-york-2014,school,,1157 LEXINGTON AVENUE,New York,NY,Manhattan,10075,+12128615232,,www.allsoulsschoolnyc.org,2,5,24.0,60,110,2014,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Public Prep Charter School Academies,public-prep-charter-school-academies-new-york-8471,school,,442 EAST HOUSTON STREET,New York,NY,Manhattan,10002,+12123380241,,,3,5,36.0,60,0,DC38471,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"HAMILTON MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-6900,school,,77 MARKET STREET,New York,NY,Manhattan,10002,+16467070321,,hmhonline.org,2,5,24.0,60,38,6900,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-0697,daycare,,529A WEST 29TH STREET,New York,NY,Manhattan,10001,+12126433474,,www.brighthorizons.com/hudsonyards,0,2,,24,36,100697,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ICAMP,icamp-new-york-5654,camp,,1 WEST   88 STREET,New York,NY,Manhattan,10024,+16319034105,,,0,16,,192,0,105654,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
INCARNATION SCHOOL,incarnation-school-new-york-1410,school,,570 WEST 175 STREET,New York,NY,Manhattan,10033,+12127951030,,www.archny.org/education,2,5,24.0,60,15,DC1410,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSKCC CHILDREN'S CENTER,mskcc-children-s-center-new-york-7636,daycare,,475 MAIN STREET,New York,NY,Manhattan,10044,+12122240129,,www.brighthorizons.com,0,2,,24,18,7636,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.",northern-manhattan-perinatal-partnership-inc-new-york-7910,school,,521-527 WEST 155TH STREET,New York,NY,Manhattan,10032,+12129268264,,NMPPCARES.org,2,5,24.0,60,91,7910,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK, INC.",university-settlement-society-of-new-york-inc-new-york-2110,school,,184 ELDRIDGE STREET,New York,NY,Manhattan,10002,+12126749120,,www.universitysettlement.org,2,5,24.0,60,160,2110,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"HAMILTON - MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-7404,school,,253 SOUTH STREET,New York,NY,Manhattan,10002,+12124067570,,www.hmhonline.org,2,5,24.0,60,52,7404,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-new-york-round-the-clock-nursery-inc-new-york-8104,school,,301B WEST 130 STREET,New York,NY,Manhattan,10027,+12126940615,,,2,5,24.0,60,75,8104,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,children-s-learning-center-at-morningside-heights-new-york-6888,daycare,,90 LASALLE STREET,New York,NY,Manhattan,10027,+12126639318,,www.clcnyc.com,0,2,,24,10,6888,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"THE S. A. M. ADVISORY COUNCIL, INC.",the-s-a-m-advisory-council-inc-new-york-8379,school,,1274 SECOND AVENUE,New York,NY,Manhattan,10065,+12122496391,,www.sephardicacademy.org,2,5,24.0,60,78,8379,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS  CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-6731,daycare,,575 LEXINGTON AVENUE,New York,NY,Manhattan,10022,+12127586262,,www.brighthorizons.com/backup,0,2,,24,16,6731,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
CHINESE AMERICAN PLANNING COUNCIL. INC.,chinese-american-planning-council-inc-new-york-6521,school,,115 CHRYSTIE STREET,New York,NY,Manhattan,10002,+12122192286,,www.cpc-nyc.org,2,5,24.0,60,79,6521,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KINDERCARE EDUCATION AT WORK  LLC,kindercare-education-at-work-llc-new-york-4383,school,,311 Greenwich  Street,New York,NY,Manhattan,10013,+12129621316,,,2,5,24.0,60,80,104383,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ELEMENTS NURSERY,elements-nursery-new-york-1419,daycare,,99 SUFFOLK STREET,New York,NY,Manhattan,10002,+12129824444,,,0,2,,24,10,91419,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ASSOCIATION TO BENEFIT CHILDREN,association-to-benefit-children-new-york-6390,school,,419 EAST 86TH STREET,New York,NY,Manhattan,10028,+12128453821,,www.a-b-c.org,2,5,24.0,60,120,6390,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZON'S AT EAST 92ND STREET,bright-horizon-s-at-east-92nd-street-new-york-3993,school,,245 EAST   92 STREET,New York,NY,Manhattan,10128,+12123699626,,www.brighthorizons.com,2,5,24.0,60,59,103993,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
