name,address,city,state,zip_code,county,license_number,phone,email,provider_type_raw,type,ages_served_raw,age_min_months,age_max_months,age_range_min,age_range_max,capacity,slug,source,source_url,source_as_of_date,is_verified_by_gov,is_profile_public,lat,lng,geocode_status
The Learning Path Nursery School and Day Care,300 Shunpike Rd,Chatham,NJ,07928,Morris,14TED0002,+19736351500,thelearningpathchatham@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,42.0,the-learning-path-nursery-school-and-day-care-chatham-nj-4ccb80,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Sunnyfields Learning Center,494 Route 10 West,Whippany,NJ,07981,Morris,14SUN0003,+19738878522,ajcare@yahoo.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,79.0,sunnyfields-learning-center-whippany-nj-08582c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Suburban Hills School,41 Oakdale Road,Chester,NJ,07930,Morris,14SUB0001,+19088794140,sdenny@premierearlychildhood.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,150.0,suburban-hills-school-chester-nj-b1206f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Stony Brook School,44 Stoneybrook Rd,Rockaway,NJ,07866,Morris,14STO0003,+18624320654,jennifer@wmaymca.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,60.0,stony-brook-school-rockaway-nj-64ebbc,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Friends of Chatham,322 Main Street,Chatham,NJ,07928,Morris,14STA0002,+19737010202,littlefriends322@aol.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,86.0,little-friends-of-chatham-chatham-nj-3efc5f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Stanley Preschool,240 Southern Blvd,Chatham,NJ,07928,Morris,14STA0001,+19736350755,spiskadlo@stanleypreschool.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,84.0,stanley-preschool-chatham-nj-ce1933,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Sprout House,200 Main Street,Chatham,NJ,07928,Morris,14SPR0001,+19736359658,director@sprouthouse.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,70.0,sprout-house-chatham-nj-77326f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Southern Blvd. Before & After School Program,192 Southern Blvd.,Chatham,NJ,07928,Morris,14SOU0001,+19736350634,cpipeling@theworkfamilyconnection.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,southern-blvd-before-after-school-program-chatham-nj-87a921,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
So Big Child Development Center,620 Route 23 North,Pompton Plains,NJ,07444,Morris,14SOB0001,+19738350044,pomptonplains@sobigcdc.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,120.0,so-big-child-development-center-pompton-plains-nj-a7cd05,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Smoke Rise Cooperative Nursery School,38 N Rd,Kinnelon,NJ,07405,Morris,14SMO0001,+19738389088,smokerisenurseryschool@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,40.0,smoke-rise-cooperative-nursery-school-kinnelon-nj-9234b9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Away We Grow Child Care Center,111 Old Bloomfield Ave.,Parsippany,NJ,07054,Morris,14SMA0002,+19738088200,awaywegrow@verizon.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,65.0,away-we-grow-child-care-center-parsippany-nj-cd64b9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Small Society Academy, LLC",20 Bay Street,Stirling,NJ,07980,Morris,14SMA0001,+19086472908,dlmccre@yahoo.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,90.0,small-society-academy-llc-stirling-nj-c35f76,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Shalom Yeladim Nursery School,177 Speedwell Ave,Morristown,NJ,07960,Morris,14SHA0001,+19735388284,haley@mjcby.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,60.0,shalom-yeladim-nursery-school-morristown-nj-9ac8f7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Scribbles Preschool, Inc.",48A Briarcliff Rd,Mountain Lakes,NJ,07046,Morris,14SCR0001,+19733341877,scribblespreschool@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,70.0,scribbles-preschool-inc-mountain-lakes-nj-3654da,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Salvation Army Day Care Center,95 Spring Street,Morristown,NJ,07960,Morris,14SAL0001,+19735392700,dorian.restrepo@use.salvationarmy.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,85.0,the-salvation-army-day-care-center-morristown-nj-733e0f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Roxbury Day Care Center, Inc.",25 Righter Rd,Succasunna,NJ,07876,Morris,14ROX0002,+19735843030,a.knight@roxburydaycare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,90.0,roxbury-day-care-center-inc-succasunna-nj-3335dd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Richard F. Blake Children's Center,65 Horsehill Road,Cedar Knolls,NJ,07927,Morris,14RIC0001,+19739842255,m.barakat@morristownymca.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,211.0,richard-f-blake-children-s-center-cedar-knolls-nj-d5ae62,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Rhyme and Reason,8 Myers Ave,Denville,NJ,07834,Morris,14RHY0001,+19736254455,michellem.rhymeandreason@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,40.0,rhyme-and-reason-denville-nj-57f0c2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Redeemer Christian School,203 Eyland Avenue,Succasunna,NJ,07876,Morris,14RED0001,+19735844114,redeemerchristianschool01@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,60.0,redeemer-christian-school-succasunna-nj-399319,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Randolph Rompers Preschool,30 Calais Road,Randolph,NJ,07869,Morris,14RAN0002,+19739897081,rnewman@randolphnj.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,27.0,randolph-rompers-preschool-randolph-nj-90e5ac,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lightbridge Academy of Whippany,24 South Jefferson Road,Whippany,NJ,07981,Morris,14RAI0004,+19733865520,whippany@lightbridgeacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,206.0,lightbridge-academy-of-whippany-whippany-nj-42f3fc,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Milestone Montessori,670 Newark Pomptom Turnpike,Pompton Plains,NJ,07444,Morris,14RAI0002,+19738358026,milestonemontessori@yahoo.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,41.0,milestone-montessori-pompton-plains-nj-9d8c21,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Rainbow Montessori Madison,4 Madison Avenue,Madison,NJ,07940,Morris,14RAI0001,+19733770135,rainbowmontessorimadison@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,64.0,rainbow-montessori-madison-madison-nj-a14eca,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Project Safe After School Program,14 Academy Street,Dover,NJ,07801,Morris,14PRO0002,+19735381229,lcaldwell@cfp-mnh.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,project-safe-after-school-program-dover-nj-de70a1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Project Safe After School Program,51 Highland Avenue,Dover,NJ,07801,Morris,14PRO0001,+19735381229,lcaldwell@cfp-mnh.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,85.0,project-safe-after-school-program-dover-nj-de70a1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Presbyterian Church in Morristown N. S.,65 S Street,Morristown,NJ,07960,Morris,14PRE0001,+19735401114,jmueller@pcmorristown.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,64.0,presbyterian-church-in-morristown-n-s-morristown-nj-719786,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Pompton Plains Pre-School,525 Newark Pompton Tpke,Pompton Plains,NJ,07444,Morris,14POM0001,+19738392833,alexisfiory28@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,52.0,pompton-plains-pre-school-pompton-plains-nj-1d9360,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Pine Brook Jewish Center Nursery School,174 Change Bridge Rd,Montville,NJ,07045,Morris,14PIN0002,+19732449800,ecc@pbjc.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,69.0,pine-brook-jewish-center-nursery-school-montville-nj-cf0ab1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Blooming Minds Academy,1279 Route 46,Parsippany,NJ,07054,Morris,14PEA0001,+19732997322,okhamichonak@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,41.0,blooming-minds-academy-parsippany-nj-6380f7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Catholic Charities Afterschool Prog. at Benedict A. Cucinella School,470 Naughright Rd,Long Valley,NJ,07853,Morris,14PAR0002,+19084542074,kradabaugh@ccdom.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,catholic-charities-afterschool-prog-at-benedict-a-cucinella-school-long-valley-nj-393d65,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Parsippany Child Day Care Center,300 Baldwin Rd,Parsippany,NJ,07054,Morris,14PAR0001,+19733347286,childcare@parsippanychilddaycare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,131.0,parsippany-child-day-care-center-parsippany-nj-59d6ca,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mighty Sprouts Montessori,1 Barnida Drive,East Hanover,NJ,07936,Morris,14OVE0001,+19735039010,judith@mightysproutsnj.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,75.0,mighty-sprouts-montessori-east-hanover-nj-5893f3,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
My Special Spot Nurturing and Enrichment Center,13 Wing Drive,Cedar Knolls,NJ,07927,Morris,14MYS0001,+19738987373,nicole.olsen@cadence-education.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,180.0,my-special-spot-nurturing-and-enrichment-center-cedar-knolls-nj-f486d6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
MVCA Old Farmers School Center,Old Farmers Road School,Long Valley,NJ,07853,Morris,14MVC0001,+19088763141,director@mvca.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,97.0,mvca-old-farmers-school-center-long-valley-nj-edbe1d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mountain Lakes Country Day School LLC,356 Us Highway 46,Mountain Lakes,NJ,07046,Morris,14MOU0010,+19739839831,mountainlakescountrydayschool@gmail.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,90.0,mountain-lakes-country-day-school-llc-mountain-lakes-nj-481a27,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mountain Way School-Y Kids Morristown YMCA,205 Mountain Way Drive,Morris Plains,NJ,07950,Morris,14MOU0008,+19735932450,jennifer.tritto@atlantichealth.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,73.0,mountain-way-school-y-kids-morristown-ymca-morris-plains-nj-203910,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Ogden Junior Preschool,286 Main Street & Elmwood,Chatham,NJ,07928,Morris,14MOT0002,+19736351144,ogdenpreschool@gmail.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,30.0,ogden-junior-preschool-chatham-nj-f16c21,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Creative Learning Academy,77 Sunset Strip,Succasunna,NJ,07876,Morris,14MOR0008,+19735842202,parkinson_family@icloud.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,149.0,creative-learning-academy-succasunna-nj-777bc7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Morristown Neighborhood House Child Care,12 Flagler Street,Morristown,NJ,07960,Morris,14MOR0003,+19735381229,jlooby@cfp-mnh.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,290.0,morristown-neighborhood-house-child-care-morristown-nj-886ff9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Morris Plains Cooperative Play School,8 Cleveland Ave,Morris Plains,NJ,07950,Morris,14MOR0001,+19735401537,director@morrisplainsco-op.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,55.0,morris-plains-cooperative-play-school-morris-plains-nj-734df2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Montessori Children's Academy - (Chatham),286 Main Street,Chatham,NJ,07928,Morris,14MON0004,+19736650071,lhnatov@njmca.me,Child Care Center,daycare,0 - 13 years,0,156,0,156,136.0,the-montessori-children-s-academy-chatham-chatham-nj-11b3c1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Montessori Children's Academy,144 Ridgedale Avenue,Florham Park,NJ,07932,Morris,14MON0003,+19733772560,mscuderi@njmca.me,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,44.0,the-montessori-children-s-academy-florham-park-nj-179205,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Fun Time Kids Academy 2,29 Whitehall Road,Towaco,NJ,07082,Morris,14MON0001,+19733340121,funtimekidsacademy@aol.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,68.0,fun-time-kids-academy-2-towaco-nj-1d6192,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Milton School (The Work-Family Connection),16 Milton Ave,Chatham,NJ,07928,Morris,14MIL0002,+19085345935,cpipeling@theworkfamilyconnection.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,72.0,milton-school-the-work-family-connection-chatham-nj-09be46,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mendham Cooperative Nursery School,8 Orchard Street,Mendham,NJ,07945,Morris,14MEN0002,+19735436401,director@mendhamcoop.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,37.0,mendham-cooperative-nursery-school-mendham-nj-99ecec,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Magic Garden School & Early Learning Center,113 Fern Ave,Wharton,NJ,07885,Morris,14MAG0005,+19733614167,info@magicgardenschool.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,118.0,magic-garden-school-early-learning-center-wharton-nj-895dec,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Magic Kingdom Day Nursery,88 Brooklake Rd,Florham Park,NJ,07932,Morris,14MAG0002,+19739669762,magickingdom2008@yahoo.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,90.0,magic-kingdom-day-nursery-florham-park-nj-95a77c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Madison Extended Day Care Program-Torey J. Sabtini School,Glenwild Circle Glenwild Rd,Madison,NJ,07940,Morris,14MAD0007,+19737229333,basccmchtmc@gmail.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,60.0,madison-extended-day-care-program-torey-j-sabtini-school-madison-nj-79161d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Madison Extended Day Care Program-King's Road School,King Rd,Madison,NJ,07940,Morris,14MAD0006,+19737229332,suzanne@tmcmch.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,60.0,madison-extended-day-care-program-king-s-road-school-madison-nj-923381,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Madison Extended Day Care Program-Central Ave. School,Central Ave,Madison,NJ,07940,Morris,14MAD0005,+19737229331,basccmchtmc@gmail.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,84.0,madison-extended-day-care-program-central-ave-school-madison-nj-fbfdcc,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Madison Montessori School,19 Green Avenue,Madison,NJ,07940,Morris,14MAD0004,+19739669544,madisonmontessori1981@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,46.0,madison-montessori-school-madison-nj-997543,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Madison Cooperative Nursery School,4 Madison Avenue,Madison,NJ,07940,Morris,14MAD0002,+19733772501,director@madisoncoop.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,49.0,madison-cooperative-nursery-school-madison-nj-156e79,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Love & Learning Child Care,5669 Berkshire Valley Rd,Oak Ridge,NJ,07438,Morris,14LOV0001,+19732088540,childcareloveandlearning@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,30.0,love-learning-child-care-oak-ridge-nj-8f5202,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Long Hill Christian Pre-School,525 Shunpike Rd,Chatham,NJ,07928,Morris,14LON0003,+19733773336,director@lhcnj.net,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,85.0,long-hill-christian-pre-school-chatham-nj-4f0831,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Long Valley Christian Nursery School,11 Schooley'S Mountain Rd,Long Valley,NJ,07853,Morris,14LON0001,+19088764115,flandersmeghan@yahoo.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,83.0,long-valley-christian-nursery-school-long-valley-nj-6fd2c0,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Bears Day Care,22 - 24 Evans Pl,Pompton Plains,NJ,07444,Morris,14LIT0022,+19736160306,littlebearspp@optimum.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,42.0,little-bears-day-care-pompton-plains-nj-b0d525,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Achievements Child Care Center,290 Mt. Arlington Blvd,Landing,NJ,07850,Morris,14LIT0020,+19736011111,cindyoestreich@yahoo.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,51.0,little-achievements-child-care-center-landing-nj-ad8f6a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Duck Day School,11 Hanover Road & 3 James Street,Florham Park,NJ,07932,Morris,14LIT0015,+19738228100,amanda.littleduck@gmail.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,87.0,little-duck-day-school-florham-park-nj-84b3c1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Learners Budd Lake,30 Old Budd Lake Road,Budd Lake,NJ,07828,Morris,14LIT0011,+19736919430,buddlakenj@brightpathkids.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,103.0,little-learners-budd-lake-budd-lake-nj-bf296a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Bears Day Care,41 E Blackwell Street,Dover,NJ,07801,Morris,14LIT0008,+19733662707,littlebearsd@optimum.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,49.0,little-bears-day-care-dover-nj-1adc37,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Village Country Day School,1447 Sussex Turnpike,Randolph,NJ,07869,Morris,14LIT0006,+19738954338,info@littlevillagecountrydayschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,little-village-country-day-school-randolph-nj-1803b9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Learners Rockaway,41 Green Pond Road,Rockaway,NJ,07866,Morris,14LIT0005,+19739830600,rockawaynj@brightpathkids.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,175.0,little-learners-rockaway-rockaway-nj-803a89,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Bright Horizons at Campus Drive,100 Campus Drive Suite 102,Florham Park,NJ,07932,Morris,14LIP0001,+19734430366,100campusdrive@brighthorizons.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,40.0,bright-horizons-at-campus-drive-florham-park-nj-881fdd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Lil Peoples Playhouse, Inc.",1288 Valley Rd,Stirling,NJ,07980,Morris,14LIL0001,+19086470950,lilpeopls@aol.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,49.0,lil-peoples-playhouse-inc-stirling-nj-1859fe,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,986 Route 46,Ledgewood,NJ,07852,Morris,14LEA0008,+19739271446,ledgewood@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,180.0,the-learning-experience-ledgewood-nj-91ab85,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,1159 Parsippany Blvd,Parsippany,NJ,07054,Morris,14LEA0007,+19733313215,parsippany@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,175.0,the-learning-experience-parsippany-nj-136e0b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lakeland Hills YMCA at Riverview School,33 Street Mary'S Pl,Denville,NJ,07834,Morris,14LAK0009,+19738796686,shannonb@lhymca.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,85.0,lakeland-hills-ymca-at-riverview-school-denville-nj-db4b3f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lakeland Hills YMCA at Lakeview School,44 Cooper Rd,Denville,NJ,07834,Morris,14LAK0006,+19738796687,shannonb@lhymca.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,130.0,lakeland-hills-ymca-at-lakeview-school-denville-nj-cdc88b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Marion Mann Roberts Early Learning Center,100 Fanny Rd,Mountain Lakes,NJ,07046,Morris,14LAK0002,+19735077014,michelel@lhymca.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,154.0,marion-mann-roberts-early-learning-center-mountain-lakes-nj-d017aa,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
