county,license_id,provider_type,provider_name,address,city,zip,phone,email,ages_served,capacity
Morris,14KIN0004,Child Care Center,King Of Kings Preschool,145 Rt 46 West,Mountain Lakes,07046,(973) 334-4085,kofkpres@optonline.net,2 1/2 - 6 years,80.0
Morris,14KID0018,Child Care Center,Bright Horizons at  Mt. Olive,101 Route 206 South,Flanders,07836,(973) 426-9311,mountolive@brighthorizons.com,0 - 13 years,153.0
Morris,14KID0011,Child Care Center,"A-2-Z Academy of Early Learning , LLC",43 B Newburgh Road,Hackettstown,07840,(908) 684-3510,mssuea2z@gmail.com,0 - 13 years,122.0
Morris,14KID0007,Child Care Center,Bright Horizons at Rockaway,295 Route 46 West,Rockaway,07866,(973) 586-7775,rockaway@brighthorizons.com,0 - 13 years,160.0
Morris,14JUS0001,Child Care Center,Just Kidz,480 S Beverwyck Rd,Parsippany,07054,(973) 884-0505,justkidznj@aol.com,2 1/2 - 13 years,42.0
Morris,14JOY0001,Child Care Center,Joyful Noise Nursery School & D C C,400 Speedwell Ave,Morris Plains,07950,(973) 539-9514,director@jn.mppresby.org,0 - 6 years,163.0
Morris,14JEF0008,Child Care Center,Jefferson Child Care & Education Center,White Rock School,Oak Ridge,07438,(973) 208-2191,jccec@oponline.net,6 - 13 years,45.0
Morris,14JEF0004,Child Care Center,Jefferson Child Care & Education Center,Arthur Stanlick School,Lake Hopatcong,07849,(973) 663-2704,info@jeffersonchildcare.org,6 - 13 years,84.0
Morris,14JEF0001,Child Care Center,Jefferson Child Care & Education Center,29 Nolan'S Point Rd,LAKE HOPATCONG,07849,(973) 663-2704,lisas@jeffersonchildcare.org,0 - 13 years,109.0
Morris,14JAC0003,Child Care Center,The Chapel Preschool,264 Jacksonville Rd,Lincoln Park,07035,(973) 334-2798,JASMINE@THECHAPEL.ORG,2 1/2 - 13 years,175.0
Morris,14IMA0002,Child Care Center,Imagine and Learn Childcare Center,15 1/2 Mcfarlan Street,Dover,07801,(973) 328-8888,teachingcreative913@gmail.com,0 - 13 years,28.0
Morris,14HIL0002,Child Care Center,Hilltop Christian Nursery School,14 Hilltop Rd,Mendham,07945,(973) 543-0054,directorhcns@gmail.com,2 1/2 - 6 years,52.0
Morris,14HIL0001,Child Care Center,Hillside Preschool,113 B  South Hillside Ave,Succasunna,07876,(973) 584-6040,office@hillsidepreschoolnj.com,2 1/2 - 6 years,80.0
Morris,14HER0001,Child Care Center,Heritage Children's Academy,1360 Sussex Tpke,Randolph,07869,(973) 895-2277,director.sussex@cadence-academy.com,0 - 13 years,141.0
Morris,14HEA0005,Child Care Center,Hearts and Hands Preschool Program,1675 US Hwy  46,Parsippany,07054,(973) 257-5550,heartsandhands@pcparsippany.org,2 1/2 - 13 years,80.0
Morris,14HEA0003,Child Care Center,"HeadStart Community Program of Morris County, Inc.","18 Thompson Avenue, Dover Site",Dover,07801,(973) 989-1430,juanf@headstartmc.org,0 - 6 years,269.0
Morris,14GRO0001,Child Care Center,The Growing Place,155 Kinnelon Rd,Kinnelon,07405,(973) 838-8656,thegrowingplacenj@gmail.com,2 1/2 - 6 years,37.0
Morris,14GOD0005,Child Care Center,The Goddard School,311 Smith Road,Parsippany,07054,(973) 386-5550,parsippanynj@goddardschools.com,0 - 13 years,150.0
Morris,14GOD0004,Child Care Center,The Goddard School,244 Rte. 206 S,Flanders,07836,(973) 598-1555,DFlandersNJ@goddardschools.com,0 - 13 years,120.0
Morris,14GOD0003,Child Care Center,Goddard School,2 Jacksonville Rd,Towaco,07082,(973) 299-9600,dmontvillenj@goddardschools.com,0 - 13 years,165.0
Morris,14GOD0002,Child Care Center,The Goddard School,1570 Sussex Tpke,Randolph,07869,(973) 584-1154,randolphnj@goddardschools.com,0 - 13 years,135.0
Morris,14GOD0001,Child Care Center,The Goddard School,"3175 Route 10 East, Suite 1",Denville,07834,(973) 328-8588,denvillenj@goddardschools.com,0 - 6 years,151.0
Morris,14GIN0001,Child Care Center,The Gingham Giraffe Preschool,234  Southern Blvd,Chatham,07928,(973) 635-0033,director@ginghamgiraffe.com,2 1/2 - 6 years,153.0
Morris,14FUN0001,Child Care Center,Fun-N-Friends Nursery School,58 DRAKESDALE RD,FLANDERS,07836,(973) 584-0365,funnfriendsupc@yahoo.com,2 1/2 - 6 years,59.0
Morris,14FRI0001,Child Care Center,"Friendship Center, Inc.",420 Schooley's Mountain Road,Hackettstown,07840,(908) 852-2221,jjensen@friendshipctrchildcare.com,2 1/2 - 13 years,60.0
Morris,14FMK0002,Child Care Center,The F M Kirby Children's Center,54 E Street,Madison,07940,(973) 377-4945,kmatrisciano@madisonymca.org,0 - 13 years,335.0
Morris,14FLA0001,Child Care Center,Flanders Valley Country Day School,6 Bartley - Chester Rd,Flanders,07836,(973) 927-7372,flandersvalleycountrydayschool@gmail.com,0 - 13 years,60.0
Morris,14FIR0003,Child Care Center,First Presbyterian Cooperative Nursery School,35 Church Street,Rockaway,07866,(973) 586-3665,directorpccns@gmail.com,2 1/2 - 6 years,50.0
Morris,14ELP0001,Child Care Center,El Primer Paso Ltd,29 SEGUR STREET,DOVER,07801,(973) 361-0880,director@elprimerpaso.org,2 1/2 - 6 years,27.0
Morris,14EAS0002,Child Care Center,East Hanover Child Care Center,55 Eagle Rock Ave #2,East Hanover,07936,(973) 581-7100,ehchildcare@aol.com,0 - 13 years,146.0
Morris,14EAS0001,Child Care Center,East Hanover Co-operative Nursery School,469 Ridgedale Ave,East Hanover,07936,(973) 515-0477,ehcoopdirector@gmail.com,2 1/2 - 6 years,60.0
Morris,14DRE0001,Child Care Center,Acorn Academy LLC,24 Madison Avenue,Madison,07940,(973) 520-8889,ksalo@acornacademyofmadison.com,0 - 6 years,90.0
Morris,14DOV0003,Child Care Center,"Dover Child Care Center, Inc. Infant/Toddler and Pre-School",50 N Morris Street,Dover,07801,(973) 366-0277,dianakq1993@gmail.com,0 - 13 years,90.0
Morris,14DOG0001,Child Care Center,The Dogwood School,8 Dogwood Dr,Chester,07930,(908) 879-7477,lisa@thedogwoodschool.com,2 1/2 - 6 years,49.0
Morris,14DEN0002,Child Care Center,Dennis O'Brien School,418 Mineral Spring Dr,Dover,07801,(862) 432-2289,jennifer@wmaymca.org,6 - 13 years,39.0
Morris,14DEN0001,Child Care Center,Denville Community Church Pre-School,190 Diamond Spring Rd,Denville,07834,(973) 625-2456,preschool@denvillecommunitychurch.org,2 1/2 - 6 years,60.0
Morris,14CRA0001,Child Care Center,Cradles To Crayons Childcare-Morristown,16 Pine Street,Morristown,07960,(973) 538-1717,mariamarra73@gmail.com,0 - 6 years,120.0
Morris,14CHI0011,Child Care Center,Children's Corner,475 South Street,Morristown,07960,(973) 593-2450,jennifer.tritto@atlantichealth.org,0 - 13 years,200.0
Morris,14CHI0010,Child Care Center,The Child Development Center at Giralda Farms,FIVE GIRALDA FARMS,MADISON,07940,(973) 301-0812,giraldafarms@brighthorizons.com,0 - 13 years,160.0
Morris,14CHI0009,Child Care Center,Children's Circle,335 Reynolds Ave,Parsippany,07054,(973) 884-3652,ChildrensCircle@elcaandy.org,0 - 13 years,104.0
Morris,14CHI0008,Child Care Center,Children on the Green,50  South Park Pl,Morristown,07960,(973) 984-0094,Yen@childrenonthegreen.org,0 - 13 years,120.0
Morris,14CHA0003,Child Care Center,Chabad Early Learning Center,65 Pawnee Avenue,Rockaway,07866,(973) 983-8811,info@chabadkidz.com,0 - 13 years,80.0
Morris,14CHA0001,Child Care Center,Chatham Methodist Preschool,460 Main Street,Chatham,07928,(973) 635-5261,director@chathampreschool.org,0 - 6 years,82.0
Morris,14CAT0001,Child Care Center,Catherine Dwyer,665 Mount Hope Avenue,Wharton,07885,(862) 432-2236,jennifer@randolphymca.org,6 - 13 years,60.0
Morris,14CAR0002,Child Care Center,Carousel of Learning,244 Kingston Road,Parsippany,07054,(201) 956-3047,tmfedorchak@gmail.com,0 - 6 years,89.0
Morris,14CAN0006,Child Care Center,Canfield Kids,42 Canfield Ave,Mine Hill,07803,(973) 366-1864,canfieldkids@gmail.com,6 - 13 years,75.0
Morris,14BUT0001,Child Care Center,Kidoodle Learning Center,1360 Route 23 North Suite 6,Butler,07405,(973) 850-6570,info@kidlc.com,0 - 13 years,75.0
Morris,14BRO0001,Child Care Center,Brooklake School (The Work-Family Connection),Brooklake Rd,Florham Park,07932,(908) 534-5935,cpipeling@theworkfamilyconnection.org,6 - 13 years,40.0
Morris,14BRI0006,Child Care Center,Briarwood School (The Work-Family Connection),Briarwood Rd,Florham Park,07932,(908) 534-5935,cpipeling@theworkfamilyconnection.org,6 - 13 years,100.0
Morris,14BRI0003,Child Care Center,Bright Horizons Children's Center,2 Dryden Way,Parsippany,07054,(973) 829-0768,parsippany@brighthorizons.com,0 - 13 years,104.0
Morris,14BOY0001,Child Care Center,Boys and Girls Club of Pequannock,19 Oak Ave,Pequannock,07440,(973) 633-9007,daltman@bgcnwnj.org,2 1/2 - 13 years,144.0
Morris,14BLU0001,Child Care Center,Blue Skies Day Care,83 W Main Street,Rockaway,07866,(973) 715-9737,blueskiesday@aol.com,0 - 6 years,20.0
Morris,14BIR0004,Child Care Center,Birchwood School,1 Art Street,Dover,07801,(862) 432-3687,jennifer@wmaymca.org,6 - 13 years,60.0
Morris,14BEA0003,Child Care Center,The Beanstalk Academy,153 Lakeside Blvd,Landing,07850,(973) 770-3939,thebeanstalkacademy@gmail.com,2 1/2 - 6 years,60.0
Morris,14BAY0001,Child Care Center,Bayer Childcare Center,25 Whippany Rd,Morristown,07962,(862) 404-5701,bayr.nj@brighthorizons.com,0 - 13 years,120.0
Morris,14ALP0003,Child Care Center,"Alphabetland,An Early Childhood Education Center",110 Harrison Street,Boonton,07005,(973) 588-4059,diralpha@jmic.org,2 1/2 - 13 years,60.0
Morris,14ALP0001,Child Care Center,Alpine Montessori,5676 Berkshire Valley Road,Oak Ridge,07438,(973) 697-4564,alpinemontessori@gmail.com,0 - 13 years,100.0
Morris,14ALL0004,Child Care Center,"All American Kids Club, Inc.",Dickerson School,Chester,07930,(908) 975-9383,howard.forbes@allamericankidsclub.com,6 - 13 years,101.0
Morris,14ADA0006,Child Care Center,Adam and Danielle's Children's Center,91 Kinnelon Rd,Kinnelon,07405,(973) 838-0027,info@childrensafterschoolcenter.com,2 1/2 - 13 years,30.0
Morris,14ABC0003,Child Care Center,ABC's of Learning - Montville,74 Jacksonville Rd,Towaco,07082,(973) 334-9900,info@abcsoflearning.org,2 1/2 - 6 years,34.0
Morris,14ABC0001,Child Care Center,ABC Growing Tree,271 Route 46,Mine Hill,07803,(973) 989-4141,Jessica.Quinn@abcgrowingtree.net,0 - 13 years,120.0
Morris,141100118,Child Care Center,Millie's House,700 Main Road,Towaco,07082,(973) 334-1774,millie@millieshousenj.com,0 - 6 years,37.0
Morris,141000290,Child Care Center,Little Learners Kenvil,"659 Route 46, West, Suite 4",Kenvil,07847,(973) 598-1515,KenvilNJ@brightpathkids.com,0 - 13 years,120.0
Morris,140900258,Child Care Center,Cradles to Crayons,26 Headquaters Plaza,Morristown,07960,(973) 998-9494,cradlesmorristown@gmail.com,0 - 13 years,120.0
Morris,140700153,Child Care Center,NORWESCAP Early Head Start Morris County,42 Peer Place,Denville,07834,(862) 244-9837,lunac@norwescap.org,0 - 6 years,30.0
Morris,140500186,Child Care Center,Cresthill Academy,39 Ridgedale Ave,East Hanover,07936,(862) 701-5700,easthanover@cresthillacademy.com,0 - 13 years,144.0
Morris,140100170,Child Care Center,Elements of Learning 2,5561 Berkshire Valley Road,Oak Ridge,07438,(973) 545-2211,elementsoflearning@gmail.com,0 - 13 years,60.0
Morris,131100186,Child Care Center,"Kindercare Learning Center, LLC",45 Main Street,Chatham,07928,(973) 635-0009,chathamnj@kindercare.com,0 - 13 years,142.0
Morris,131000228,Child Care Center,First Impressions,7 Prospect Point Road,Lake Hopatcong,07849,(973) 663-1880,firstimpressionsjefferson@yahoo.com,0 - 13 years,37.0
Morris,131000130,Child Care Center,Primrose School of Florham Park,31 Columbia Turnpike,Florham Park,07932,(973) 377-7724,director@primroseflorhampark.com,0 - 13 years,213.0
Morris,120900027,Child Care Center,Kiddie Academy of Florham Park,128 Columbia Turnpike,Florham Park,07932,(973) 399-2200,florhampark@kiddieacademy.net,0 - 13 years,126.0
Morris,120800154,Child Care Center,Growing Seeds Learning Academy,400 Main Street,Chatham,07928,(973) 701-8303,chatham@gsl.academy,0 - 13 years,37.0
Morris,120800036,Child Care Center,Katharine D Malone School,524 Green Pond Road,Rockaway,07866,(862) 432-3258,jennifer@wmaymca.org,6 - 13 years,30.0
Morris,120700017,Child Care Center,Kids Connect,2 Changebridge Road - Unit G,Montville,07045,(973) 541-1800,missmarisa@rhymesandreasons.com,0 - 13 years,45.0
Morris,120500173,Child Care Center,The Learning Experience,3121 Route 10 East,Denville,07834,(973) 442-5760,Denville@tlechildcare.com,0 - 13 years,120.0
Morris,120200133,Child Care Center,BORO Kids 2 TJS,95 E. Main Street,Rockaway,07866,(201) 400-7570,borokids123@gmail.com,6 - 13 years,100.0
Morris,111000079,Child Care Center,Ukrainian Learning Academy,60 North Jefferson Road,Whippany,07981,(908) 938-1497,ukracademy@Yahoo.com,2 1/2 - 13 years,30.0
Morris,101100082,Child Care Center,Learning Tree Academy EH LLC,"19 Route 10 East Units 7, 8, 9",Succasunna,07876,(862) 244-4444,directorltas@gmail.com,0 - 13 years,100.0
Morris,100900089,Child Care Center,Little Learner Academy- Jefferson,21 Bowling Green Parkway,Lake Hopatcong,07849,(973) 663-6210,mrscott.lla@gmail.com,0 - 13 years,94.0
"Provider 
County",License Number,Provider Type,Provider Name,Provider Address 1,Provider City,"Provider Zip 
Code","Provider Phone 
Number",Provider Email Address,Ages Served,
Morris,090600199,Child Care Center,Saint Luke Catholic Pre-School,265 West Mill Road,Long Valley,07853,(908) 876-3515,Preschool@stlukelv.org,2 1/2 - 6 years,41.0
Morris,090600104,Child Care Center,The London Day School,10 Ridgedale Ave.,Florham Park,07932,(973) 377-0311,jmanias@londondayschool.com,0 - 6 years,100.0
Morris,090304029,Child Care Center,Inspire Kids,718 Route 10 West,Hanover Township,07981,(973) 515-5300,director@inspirekids.com,2 1/2 - 6 years,109.0
Morris,090304028,Child Care Center,Childtime Childcare,330 Changebridge Road,Pine Brook,07058,(973) 575-8500,kcottrell@learningcaregroup.com,0 - 13 years,180.0
Morris,090300250,Child Care Center,Little Learner Academy - Denville,89 Route 46 East,Denville,07834,(973) 625-2800,jlclerner@gmail.com,0 - 13 years,170.0
Morris,080800282,Child Care Center,Bridges to Learning,176 Route 46,Rockaway,07866,(973) 230-0448,jskrause@bridgestolearning.org,0 - 13 years,120.0
Morris,080800128,Child Care Center,Mt. Olive Child Care & Learning Center,150 WOLFE RD,BUDD LAKE,07828,(973) 426-1525,greuther@mtolivechildcare.org,0 - 13 years,110.0
Morris,070704629,Child Care Center,Project Safe East Dover,302 East Mcfarlan Street,Dover,07801,(973) 538-1229,lcaldwell@cfp-mnh.org,6 - 13 years,91.0
Ocean,CCC129586,Child Care Center,UTA Lakewood School Inc,1995 Swarthmore Avenue,Lakewood,08701,(732) 284-3390,utalakewood3900@gmail.com,2 1/2 - 13 years,120.0
Ocean,CCC128401,Child Care Center,The Playroom,143 John Street,Lakewood,08701,(732) 561-4795,playroomchildcarenj@gmail.com,0 - 13 years,174.0
Ocean,CCC128313,Child Care Center,Right at School at Tuckerton Elementary,213 Marine Street,Tuckerton,08087,(609) 651-2351,valerie.rana@rightatschool.com,2 1/2 - 13 years,100.0
Ocean,CCC127880,Child Care Center,Adrenaline Sports Academy,26 Main Street,Toms River,08753,(732) 503-4255,markadrenaline2022@gmail.com,6 - 13 years,75.0
Ocean,CCC127580,Child Care Center,Point Beach Prep LLC,136 Meadow Avenue,Bay Head,08742,(732) 701-9900,pointbeachprep@hotmail.com,2 1/2 - 6 years,31.0
Ocean,CCC127519,Child Care Center,Right at School at Waretown,64 Railroad Avenue,Waretown,08758,(610) 570-1839,valerie.rana@rightatschool.com,2 1/2 - 13 years,150.0
Ocean,CCC127431,Child Care Center,Play Time Daycare LLC,2 E 5th Street,Lakewood,08701,(732) 597-6078,fstregosky@kapdaycare.com,0 - 6 years,155.0
Ocean,CCC127287,Child Care Center,YKids at Island Heights Elementary School,115 Summit Avenue,Island Heights,08732,(848) 210-7502,jfriedhoff@ocymca.org,2 1/2 - 13 years,94.0
Ocean,CCC127255,Child Care Center,Right  at School at George Mitchell,305 Frog Pond Road,Little Egg Harbor,08087,(609) 651-2351,valerie.rana@rightatschool.com,2 1/2 - 13 years,150.0
Ocean,CCC127016,Child Care Center,Kiddie Academy of Toms River,642 Bay Ave,Toms River,08753,(732) 930-2001,bhavesh.desai@kiddieacademy.net,0 - 13 years,170.0
Ocean,CCC123737,Child Care Center,Little Hands Childcare LLC,385 N County Line Road,Jackson,08527,(732) 523-4655,chaya@littlehandsnj.com,0 - 13 years,145.0
Ocean,CCC123688,Child Care Center,Project TEACH- Ocean,1141 Old Freehold Road,Toms River,08753,(732) 505-4180,Robyn.Kantor-Hayes@dcf.nj.gov,0 - 6 years,26.0
Ocean,CCC123344,Child Care Center,Bliss Childcare,600 Vermont Avenue,Lakewood,08701,(848) 326-9913,office@blisschildcarenj.com,0 - 13 years,226.0
Ocean,CCC123065,Child Care Center,Kamenitz Kidcare,831 Ridge Avenue,Lakewood,08701,(732) 363-0579,sbloch@kamenitz.org,6 - 13 years,54.0
Ocean,CCC122783,Child Care Center,KCE Champions LLC at Mill Ponds,210 Western Boulevard,Lanoka Harbor,08734,(560) 966-4738,aleonardi@discoverchampions.com,2 1/2 - 13 years,60.0
Ocean,CCC122547,Child Care Center,Bright Start Nursery and Preschool,801 North Main Street,Lanoka Harbor,08734,(609) 693-7099,brightstartpreschoolnj@gmail.com,0 - 13 years,33.0
Ocean,CCC122270,Child Care Center,YKids at Ocean Gate School,126 West Arverne Ave,Ocean Gate,08740,(732) 341-9622,jfriedhoff@ocymca.org,2 1/2 - 13 years,69.0
Ocean,CCC121850,Child Care Center,Hello Kiddy Childcare NJ,944 East County Line Road,Lakewood,08701,(732) 367-5437,Hellokiddychildcarenj@gmail.com,0 - 13 years,140.0
Ocean,CCC121726,Child Care Center,YKids at Eagleswood Township Elementary School,511 Route 9,West Creek,08092,(732) 341-9622,jfriedhoff@ocymca.org,2 1/2 - 13 years,92.0
Ocean,CCC121599,Child Care Center,Tinokos Child Care on Nine,1771 Madison Avenue,Lakewood,08701,(732) 886-0100,office@tinokoscare.com,0 - 13 years,37.0
Ocean,CCC121201,Child Care Center,Kindelach Daycare,685 River Avenue,Lakewood,08701,(732) 234-9700,Symagid@kindelachdaycare.com,0 - 6 years,349.0
Ocean,CCC121047,Child Care Center,Cocoon Child Care,140 Lehigh Avenue,Lakewood,08701,(732) 538-9938,hadassa@cocoonnj.com,0 - 13 years,217.0
Ocean,CCC120657,Child Care Center,Positive Beginnings NJ,488 Old Whitesville Rd,Lakewood,08701,(732) 737-8889,elkakatzenstein@gmail.com,0 - 6 years,97.0
Ocean,CCC120625,Child Care Center,Main Street Day Care Center,1000 North Main Street,Manahawkin,08050,(609) 622-2188,msadaycare@gmail.com,0 - 13 years,151.0
Ocean,CCC120416,Child Care Center,Tinokos Child Care,60 Park Avenue,Lakewood,08701,(732) 886-0100,office@tinokoscare.com,0 - 13 years,223.0
Ocean,CCC120087,Child Care Center,Scribbles Day Care,419 5th Street and 422 6th Street,Lakewood,08701,(732) 707-9055,office@scribblescare.com,0 - 13 years,196.0
Ocean,CCC120030,Child Care Center,Little Cuties North,2156 W County Line Road,Jackson,08527,(732) 366-9686,secretary@littlecutiesnj.com,0 - 6 years,60.0
Ocean,CCC119761,Child Care Center,AlphaBEST at Oak Street School,75 Oak Street,Lakewood,08701,(610) 501-8743,nblanco@alphabest.org,6 - 13 years,100.0
Ocean,CCC119760,Child Care Center,AlphaBEST at Clifton Ave School,625 Clifton Ave,Lakewood,08701,(610) 501-8743,nblanco@alphabest.org,6 - 13 years,100.0
Ocean,CCC119746,Child Care Center,Happy Days Preschool,400 N Main St #5,Manahawkin,08050,(609) 994-2564,stacey.yourman@inspirededucation.net,0 - 13 years,110.0
Ocean,CCC116879,Child Care Center,Giggl Childcare,400 Blvds of America,Lakewood,08701,(732) 802-6400,office@gigglnj.com,0 - 13 years,480.0
Ocean,CCC116869,Child Care Center,Circle Time,502 New Egypt Road,Lakewood,08701,(732) 370-6759,3circletime@gmail.com,0 - 13 years,300.0
Ocean,CCC116298,Child Care Center,Love-A-Lot Learning Center,700 Main Street,Toms River,08753,(732) 349-1422,info@lovealottr.com,0 - 13 years,82.0
Ocean,CCC115863,Child Care Center,Mouse House,442 Lacey Road,Forked River,08731,(609) 693-7500,mousehousenj@gmail.com,0 - 13 years,45.0
Ocean,CCC115611,Child Care Center,YKids at South Toms River Elementary School,419 Dover Road,South Toms River,08757,(732) 573-8039,jfriedhoff@ocymca.org,6 - 13 years,45.0
Ocean,CCC115106,Child Care Center,PlayWorld Daycare,1 East 5th Street,Lakewood,08701,(732) 597-6078,playworlddaycarenj@gmail.com,0 - 13 years,172.0
Ocean,CCC114267,Child Care Center,Little Genius Daycare & Learning Center,526 Atlantic City Blvd,Beachwood,08722,(732) 831-4538,littlegeniusdaycarenj@gmail.com,2 1/2 - 13 years,15.0
Ocean,CCC114225,Child Care Center,KCE Champions LLC at Lanoka Harbor,281 Manchester Ave,Lanoka Harbor,08734,(609) 664-7388,aleonardi@discoverchampions.com,2 1/2 - 13 years,84.0
Ocean,CCC114153,Child Care Center,KCE Champions LLC at Forked River,110 Lacey Road,Forked River,08731,(609) 664-7388,aleonardi@discoverchampions.com,6 - 13 years,136.0
Ocean,CCC114152,Child Care Center,KCE Champions LLC at Cedar Creek,220 Western Blvd,Lanoka Harbor,08734,(609) 664-7388,aleonardi@discoverchampions.com,2 1/2 - 13 years,109.0
Ocean,CCC114077,Child Care Center,Right At School at Robert L. Horbelt,104 Burr St.,Barnegat,08005,(609) 709-8606,valerie.rana@rightatschool.com,6 - 13 years,150.0
Ocean,CCC114065,Child Care Center,Right At School at Lillian M. Dunfee School,128 Barnegat Blvd,Barnegat,08005,(609) 709-1468,valerie.rana@rightatschool.com,2 1/2 - 13 years,150.0
Ocean,CCC114062,Child Care Center,Right At School at Joseph Donahue,200 Bengal Blvd,Barnegat,08005,(609) 651-2351,valerie.rana@rightatschool.com,6 - 13 years,150.0
Ocean,CCC114005,Child Care Center,Right At School at Cecil S. Collins Elementary,570 Barnegat Blvd. N.,Barnegat,08005,(201) 724-6152,valerie.rana@rightatschool.com,2 1/2 - 13 years,150.0
Ocean,190200087,Child Care Center,"Little Graduates Preschool and Learning Center, LLC","935 North Main Street, Suite 3 & 4",Manahawkin,08050,(609) 622-6999,amber.oneal@lilgraduate.com,0 - 13 years,46.0
Ocean,180200036,Child Care Center,Learning Ladder Nursery & Preschool,333 Haywood Road,Manahawkin,08050,(609) 312-7811,learningladderhaywood@gmail.com,0 - 13 years,53.0
Ocean,180100038,Child Care Center,Standing Tall Daycare,1 Great Bay Blvd,Tuckerton,08087,(609) 742-4430,standingtalltuckerton@hotmail.com,0 - 13 years,30.0
Ocean,171100180,Child Care Center,Kids World 2,612 Madison Avenue,Lakewood,08701,(732) 886-5437,kidsworld613@gmail.com,2 1/2 - 6 years,80.0
Ocean,170900177,Child Care Center,Forest Day Care LLC,440 Ninth Street / 825 Forest Avenue,Lakewood,08701,(732) 534-0305,zmanies@forestdaycare.com,0 - 6 years,60.0
Ocean,170900163,Child Care Center,Ready Set Grow,367 Monmouth Ave,Lakewood,08701,(732) 364-1999,director@rsgfamily.com,0 - 13 years,210.0
Ocean,170900159,Child Care Center,Kiddie Zone,1015 Park Ave,Lakewood,08701,(848) 222-1400,secretary@kiddiezonenj.com,0 - 13 years,210.0
Ocean,170900100,Child Care Center,Kids at Play Lakewood LLC,708 Princeton Ave,Lakewood,08701,(732) 597-6078,mwaxman@kapdaycare.com,0 - 6 years,106.0
Ocean,170800310,Child Care Center,Lots 4 Tots,763 River Avenue,Lakewood,08701,(732) 230-4401,office@lots4totsnj.com,0 - 13 years,166.0
Ocean,170800294,Child Care Center,Cozy Island Childcare Inc,500 River Ave Ste 100,Lakewood,08701,(732) 987-4411,cozyofficenj@gmail.com,0 - 6 years,245.0
Ocean,170800229,Child Care Center,The Mustard Seed Preschool,714 Herbertsville Road,Brick,08724,(732) 458-2080,stpaulsmustardseedpreschool@gmail.com,0 - 13 years,74.0
Ocean,170500230,Child Care Center,Kidz Place,1500 Avenue of the States,Lakewood,08701,(732) 901-2273,yshereshevsky@kidzplacenj.com,0 - 13 years,448.0
Ocean,170400197,Child Care Center,Peek-A Boo Childcare II LLC,601 Prospect Street,Lakewood,08701,(732) 886-7335,chayala@peekaboonj.com,0 - 13 years,461.0
Ocean,170300203,Child Care Center,Little People Childcare,222 South Clover Street,Lakewood,08701,(732) 370-7178,Office@littlepeoplenj.com,0 - 13 years,397.0
Ocean,170300016,Child Care Center,SPARK Preschool,525 Oberlin Ave,LAKEWOOD,08701,(732) 901-1900,sparknjbilling@gmail.com,0 - 6 years,265.0
Ocean,170200189,Child Care Center,Kids World,419 5th Street,Lakewood,08701,(732) 886-5437,kidsworld613@gmail.com,0 - 13 years,63.0
Ocean,15Y-K0050,Child Care Center,Y-Kids at West Dover Elementary School,50 Blue Jay Dr,Toms River,08753,(732) 213-2372,jfriedhoff@ocymca.org,6 - 13 years,70.0
Ocean,15Y-K0049,Child Care Center,Y-Kids at Joseph A. Citta Elementary School,Route 9 S,Toms River,08753,(732) 309-9693,jfriedhoff@ocymca.org,6 - 13 years,60.0
Ocean,15Y-K0045,Child Care Center,Y-Kids at Beachwood Elementary School,908 Berkeley Ave,Beachwood,08722,(732) 505-4405,jfriedhoff@ocymca.org,6 - 13 years,75.0
Ocean,15Y-K0044,Child Care Center,Y-Kids at Silver Bay Elementary School,Silver Bay Rd,Toms River,08753,(732) 801-1228,jfriedhoff@ocymca.org,6 - 13 years,60.0
Ocean,15Y-K0043,Child Care Center,Y-Kids at Hooper Avenue Elementary School,Hooper Ave,Toms River,08753,(732) 240-4461,jfriedhoff@ocymca.org,6 - 13 years,90.0
Ocean,15Y-K0042,Child Care Center,Y-Kids at Walnut Street Elementary School,Walnut Street,Toms River,08753,(732) 207-5655,jfriedhoff@ocymca.org,6 - 13 years,90.0
Ocean,15Y-K0040,Child Care Center,Y-Kids at Washington Street Elementary School,W. Earle Ct,Toms River,08753,(732) 244-7105,jfriedhoff@ocymca.org,6 - 13 years,60.0
Ocean,15Y-K0039,Child Care Center,Y-Kids at Pine Beach Elementary School,Pennsylvania Ave,Pine Beach,08741,(732) 801-1196,jfriedhoff@ocymca.org,6 - 13 years,69.0
Ocean,15Y-K0038,Child Care Center,Y-Kids at North Dover Elementary School,Church Rd,Toms River,08755,(732) 801-0791,jfriedhoff@ocymca.org,6 - 13 years,90.0
Ocean,15Y-K0037,Child Care Center,Y-Kids at East Dover Elementary School,Vaughn Ave,Toms River,08753,(732) 341-9622,jfriedhoff@ocymca.org,6 - 13 years,90.0
Ocean,15Y-K0036,Child Care Center,Y-Kids at Cedar Grove Elementary School,179 Cedar Grove Road,Toms River,08753,(732) 309-7563,jfriedhoff@ocymca.org,6 - 13 years,69.0
Ocean,15Y-K0030,Child Care Center,Y-Kids at H.M. Potter Elementary School,60 Veeder La,Bayville,08721,(732) 213-2489,jfriedhoff@ocymca.org,6 - 13 years,60.0
Ocean,15Y-K0029,Child Care Center,Y-Kids at Clara B. Worth School,57 Central Parkway,Bayville,08721,(732) 269-4303,jfriedhoff@ocymca.org,2 1/2 - 13 years,70.0
